 (('lbfgs', 4, 4), 0.19794791876083473),
 (('lbfgs', 4, 6), 0.20176009137278753),
 (('lbfgs', 3, 6), 0.22737498124819042),
 (('sgd', 7, 10), 0.31370821025281503),
 (('adam', 7, 5), 0.3489797507918748),
 (('adam', 7, 10), 0.35659686042521754),
 (('adam', 8, 4), 0.362099947056185),
 (('adam', 8, 9), 0.42741238824826305),
 (('sgd', 8, 6), 0.4557238010577765),
 (('adam', 7, 9), 0.4746523665748108),
 (('adam', 7, 8), 0.48008239962410604),
 (('sgd', 8, 7), 0.48695720693764466),
 (('adam', 8, 7), 0.4884670141394242),
 (('sgd', 8, 8), 0.49561196926753637),
 (('adam', 8, 8), 0.5114430591516201),
 (('sgd', 7, 5), 0.5168982768936103),
 (('sgd', 9, 7), 0.5217164381446874),
 (('adam', 5, 9), 0.5218137739257785),
 (('adam', 8, 6), 0.528596639074301),
 (('adam', 5, 6), 0.5334361537888661),
 (('sgd', 7, 8), 0.5350514736185042),
 (('adam', 6, 7), 0.536809913942369),
 (('adam', 6, 8), 0.5377192662953296),
 (('adam', 9, 7), 0.5415281411092472),
 (('sgd', 4, 3), 0.5435438992291203),
 (('lbfgs', 8, 3), 0.5437075063992958),
 (('adam', 5, 7), 0.5484559944153691),
 (('sgd', 2, 6), 0.5500556659727016),
 (('lbfgs', 2, 8), 0.5501024310743492),
 (('lbfgs', 2, 7), 0.5501146650050756),
 (('lbfgs', 2, 6), 0.5501152202964082),
 (('lbfgs', 6, 4), 0.5501152270586692),
 (('lbfgs', 2, 4), 0.5501152270830427),
 (('lbfgs', 9, 3), 0.5501152270863651),
 (('lbfgs', 2, 9), 0.5501153490889779),
 (('lbfgs', 2, 3), 0.5501156708208548),
 (('lbfgs', 2, 5), 0.5501156765395122),
 (('lbfgs', 2, 10), 0.5501277887743116),
 (('lbfgs', 3, 7), 0.5503646627293421),
 (('sgd', 6, 5), 0.550543182092114),
 (('sgd', 8, 9), 0.5515741676675554),
 (('sgd', 3, 3), 0.5516691860679506),
 (('sgd', 5, 9), 0.551747277130324),
 (('sgd', 5, 7), 0.5531323766213986),
 (('sgd', 3, 6), 0.5595231222341606),
 (('sgd', 2, 5), 0.562539764867233),
 (('adam', 9, 3), 0.5627409072491526),
 (('adam', 3, 10), 0.5629767960770798),
 (('sgd', 9, 5), 0.5640894899007006),
 (('sgd', 9, 3), 0.567068928553836),
 (('sgd', 2, 10), 0.5677744373336162),
 (('sgd', 5, 3), 0.5696546150261217),
 (('sgd', 8, 4), 0.5702668416523278),
 (('sgd', 3, 7), 0.5707589572536124),
 (('sgd', 7, 9), 0.5743488487139555),
 (('sgd', 3, 4), 0.5760767080151473),
 (('sgd', 3, 8), 0.5768082899217427),
 (('sgd', 2, 9), 0.5772355747285652),
 (('sgd', 5, 6), 0.584658658354422),
 (('adam', 5, 10), 0.5848085635468084),
 (('adam', 9, 5), 0.5857121247483281),
 (('sgd', 2, 7), 0.5903476495943083),
 (('sgd', 6, 8), 0.5907898258769892),
 (('adam', 3, 7), 0.5984586577837253),
 (('adam', 2, 7), 0.6033185381257492),
 (('sgd', 6, 10), 0.6096782375826659),
 (('sgd', 5, 5), 0.6122479017860724),
 (('sgd', 8, 10), 0.6134592838887071),
 (('sgd', 7, 6), 0.6155233143602664),
 (('adam', 6, 10), 0.6167660393076343),
 (('sgd', 5, 10), 0.6186915099193483),
 (('sgd', 3, 10), 0.6246215670392734),
 (('adam', 2, 3), 0.6277778227762368),
 (('sgd', 2, 8), 0.6294018386372935),
 (('adam', 2, 10), 0.6312470808677869),
 (('sgd', 2, 3), 0.6338933421846836),
 (('adam', 8, 10), 0.6346343181695134),
 (('adam', 4, 5), 0.6415971781802128),
 (('sgd', 5, 8), 0.6418819772649831),
 (('sgd', 5, 4), 0.6419790306206566),
 (('sgd', 8, 5), 0.6455232098429198),
 (('adam', 2, 6), 0.6455913028436099),
 (('sgd', 4, 4), 0.645850939300389),
 (('sgd', 6, 7), 0.6464187779238162),
 (('sgd', 6, 9), 0.6483612975444388),
 (('sgd', 4, 5), 0.6508318665052394),
 (('sgd', 4, 7), 0.6526821550606872),
 (('sgd', 3, 9), 0.6573046084370869),
 (('adam', 8, 3), 0.6576068633409009),
 (('adam', 6, 4), 0.6647478222007192),
 (('sgd', 9, 9), 0.6765268938625996),
 (('sgd', 7, 4), 0.677996408330675),
 (('sgd', 6, 4), 0.6809185657791265),
 (('adam', 9, 8), 0.6837177367876714),
 (('sgd', 3, 5), 0.6900248569938499),
 (('sgd', 7, 7), 0.6946902711123394),
 (('adam', 6, 6), 0.6968647754545798),
 (('adam', 4, 10), 0.7004660307866528),
 (('adam', 5, 8), 0.7035159797020014),
 (('sgd', 9, 4), 0.7167819194607626),
 (('sgd', 4, 9), 0.7204922075062848),
 (('sgd', 9, 10), 0.7233625473017558),
 (('sgd', 4, 10), 0.7268682337978918),
 (('adam', 6, 9), 0.7365511857434602),
 (('sgd', 2, 4), 0.7378101198314758),
 (('adam', 9, 6), 0.7378189510646047),
 (('sgd', 6, 6), 0.7429036132728479),
 (('sgd', 4, 8), 0.7507987138983635),
 (('sgd', 7, 3), 0.7524434115504436),
 (('adam', 9, 9), 0.7569283199125081),
 (('sgd', 9, 8), 0.7572337105436572),
 (('sgd', 8, 3), 0.7583212462561719),
 (('sgd', 4, 6), 0.7602729132122618),
 (('adam', 4, 8), 0.7629198770872456),
 (('adam', 4, 9), 0.7982417146101135),
 (('adam', 6, 3), 0.8154531307480443),
 (('adam', 4, 6), 0.8313506987113005),
 (('adam', 4, 7), 0.8371915680800482),
 (('adam', 7, 6), 0.8411407619655611),
 (('sgd', 6, 3), 0.8492982241486889),
 (('adam', 9, 10), 0.8520096158932796),
 (('adam', 7, 7), 0.898157775381797),
 (('adam', 6, 5), 0.9429455160034266),
 (('adam', 9, 4), 0.9523189011101815),
 (('adam', 8, 5), 1.0644324360332664),
 (('sgd', 9, 6), 1.1184365336308304),
 (('adam', 4, 3), 1.2555305094992424),
 (('adam', 2, 9), 1.27901727449325),
 (('adam', 3, 3), 1.3708677722200948),
 (('adam', 3, 4), 1.4032341881161874),
 (('adam', 5, 5), 1.4550868967882802),
 (('adam', 3, 6), 1.5433010860723195),
 (('adam', 3, 5), 1.9838450117333728),
 (('adam', 4, 4), 2.0674043527174346),
 (('adam', 2, 4), 2.2070877065616474),
 (('adam', 3, 8), 2.3094153258466306),
 (('adam', 7, 4), 2.618661013089573),
 (('adam', 2, 5), 2.6523014083527947),
 (('adam', 5, 3), 2.7339724477697835),
 (('adam', 2, 8), 3.704231931398834),
 (('adam', 7, 3), 3.796016241533333),
 (('adam', 5, 4), 5.412748484448484),
 (('adam', 3, 9), 6.554782117083101)]
